zip_code,Id,Price,Living area,price-sqm
1000,10102853.806741573,493522.2621082621,134.09245742092457,3680.462507738709
1020,10106133.942857143,476250.0,182.41935483870967,2610.742705570292
1030,10162931.15086207,383445.103960396,136.31050228310502,2813.0268580774064
1040,10148343.701030929,534708.3333333334,137.87777777777777,3878.1328068337502
1050,10030559.406779662,757222.4510638298,163.45652173913044,4632.561876437847
1060,10133548.96491228,606068.1818181818,178.90196078431373,3387.7112311187275
1070,9975558.020833334,316150.0,114.22885572139303,2767.6894599303137
1080,10138172.397790056,318925.4037267081,157.7828947368421,2021.2926392219333
1081,10128706.5625,363592.5925925926,143.85714285714286,2527.4559564529773
1082,10133408.814814815,364127.6595744681,133.58823529411765,2725.746460927326
1083,10081443.611111112,274822.0,109.16666666666667,2517.453435114504
1090,10179146.203252032,318828.93859649124,118.91525423728814,2681.1441529636522
1120,10131333.07142857,331562.5,116.1951219512195,2853.497586062133
1140,9900406.50310559,336616.93406593404,101.09271523178808,3329.784280639112
1150,10225825.337209303,859231.7073170731,186.7948717948718,4599.867753653514
1160,9867700.477876106,436514.08450704225,92.20754716981132,4734.038567397839
1170,10219541.892857144,534538.4615384615,141.44444444444446,3779.1407335790677
1180,10091213.335051546,684131.5758513932,166.74193548387098,4102.936516036601
1190,10123477.771929825,395506.82653061225,135.42990654205607,2920.380266287731
1200,10137511.617449664,493466.38655462186,137.79166666666666,3581.2498570640837
1210,10226882.714285715,423823.5294117647,171.89655172413794,2465.5731901587114
1300,9883711.581027668,480705.3976608187,159.36160714285714,3016.444213127809
1301,10205321.285714285,467800.0,156.2,2994.8783610755445
1310,10217195.56097561,731500.0,273.8205128205128,2671.458001685551
1315,10228941.695652174,405763.95652173914,270.0,1502.8294685990338
1320,10203478.652173912,379318.1818181818,209.0,1814.919530230535
1325,10248673.509433962,590428.5714285715,180.02083333333334,3279.7791260932104
1330,10173581.409090908,608439.0243902439,208.47727272727272,2918.49090517505
1331,10308637.0,525000.0,164.0,3201.2195121951218
1332,10086118.533333333,519916.6666666667,195.66666666666666,2657.155025553663
1340,9941640.692307692,521839.56097560975,151.38297872340425,3447.1481891572257
1341,9705547.0,,147.0,
1342,10139890.944444444,470208.3333333333,141.41176470588235,3325.100526899612
1348,10168007.157142857,368684.44444444444,91.51515151515152,4028.671081677704
1350,10177652.509433962,349767.7346938776,199.4,1754.1009763985835
1357,10039808.142857144,332285.71428571426,135.84615384615384,2446.0443293965377
1360,9998811.186046511,369880.0,154.8181818181818,2389.1250733998827
1367,10230187.684210526,355540.1666666667,224.54545454545453,1583.3772604588396
1370,9967673.225,328566.109375,172.2058823529412,1907.9842388983773
1380,10181730.68,986327.1971830986,280.4246575342466,3517.2627323709735
1390,10171950.589285715,614846.52,227.88888888888889,2698.010082886397
1400,9917927.65116279,338552.59712230216,148.24183006535947,2283.78587186245
1401,10224320.0,349500.0,147.0,2377.5510204081634
1404,10173464.0,180000.0,,
1410,10185428.308510639,673711.86875,199.47337278106508,3377.4526361944177
1420,10152403.82795699,478940.68472906406,167.39453125,2861.1489345119453
1421,10226041.285714285,416285.71428571426,177.0,2351.8966908797415
1428,10180894.5,431857.14285714284,159.375,2709.6918767507
1430,10138008.877551021,394334.7826086957,210.9090909090909,1869.690779610195
1435,10141010.616666667,419035.71428571426,123.08620689655173,3404.4083805254836
1440,10180431.2,301750.0,155.5,1940.5144694533763
1450,10262581.533333333,400005.1666666667,188.3846153846154,2123.343065196679
1457,10224590.333333334,388852.8333333333,185.9047619047619,2091.677638319672
1460,10221589.103448275,369793.1034482759,188.04347826086956,1966.529798684473
1461,10253205.0,550000.0,200.0,2750.0
1470,10108411.290909091,432410.8695652174,193.95744680851064,2229.4110212335695
1472,10308298.0,350000.0,116.0,3017.2413793103447
1473,10276020.5,500000.0,172.5,2898.550724637681
1474,10287506.0,475000.0,240.0,1979.1666666666667
1476,10163255.333333334,546666.6666666666,240.0,2277.777777777778
1480,10071281.764423076,323380.8152173913,145.3901098901099,2224.2284255910668
1490,10018571.818181818,433100.0,193.63636363636363,2236.666666666667
1495,10179511.06060606,497800.0,176.2,2825.1986379114646
1500,9427767.282485876,367198.77192982455,128.31645569620252,2861.665481153807
1501,8702917.6,350000.0,135.8,2577.319587628866
1502,8884432.5,354750.0,219.0,1619.86301369863
1540,10018939.5,384785.71428571426,172.25,2233.879328218951
1541,10176326.0,332200.0,112.0,2966.0714285714284
1560,10182664.0625,736769.2307692308,210.25,3504.2531784505622
1570,10091942.789473685,325859.875,209.125,1558.2062163777646
1600,9825815.308510639,376765.21428571426,158.96296296296296,2370.1446378644655
1601,10081589.125,327500.0,135.57142857142858,2415.7007376185456
1620,10042364.92857143,356850.0,146.0,2444.178082191781
1630,10154093.111111112,572166.6666666666,190.77777777777777,2999.1263832265577
1640,10202947.714285715,842833.3333333334,183.75,4586.8480725623585
1650,10102817.607142856,385540.0,164.66666666666666,2341.336032388664
1651,10289580.5,386500.0,191.0,2023.5602094240837
1652,10203649.777777778,514333.3333333333,194.44444444444446,2645.142857142857
1653,10170885.5,565833.3333333334,184.5,3066.8473351400185
1654,10276701.333333334,253000.0,205.66666666666666,1230.1458670988654
1670,10029871.375,487661.14285714284,210.375,2318.0565317035903
1674,10292036.0,269000.0,173.0,1554.913294797688
1700,9905629.584269663,511259.43076923076,156.28395061728395,3271.3495451700524
1701,9534311.6,575250.0,191.75,3000.0
1702,10116127.666666666,302666.6666666667,60.0,5044.444444444444
1703,10139495.25,450000.0,174.0,2586.206896551724
1730,9821702.578313254,348725.89285714284,135.46666666666667,2574.256098847019
1731,10012410.65,339272.7272727273,98.55555555555556,3442.4515732294763
1740,9862689.782608695,361082.8333333333,174.1,2073.9967451656134
1742,10252495.333333334,346333.3333333333,353.3333333333333,980.188679245283
1745,10132571.717948718,459876.7428571429,239.46875,1920.4039894856546
1750,10108255.857142856,504140.8125,236.66666666666666,2130.1724471830985
1755,10158494.518518519,516178.1818181818,198.375,2602.032422523916
1760,10014212.794871794,403891.5625,179.37142857142857,2251.705111102262
1761,9893481.333333334,525000.0,224.0,2343.75
1770,10123624.61904762,405918.14705882355,179.75675675675674,2258.1523742559725
1780,10118427.360655738,523007.6923076923,151.28813559322035,3457.0304555404264
1785,10121827.711111112,399939.93548387097,156.66666666666666,2552.808098833219
1790,10004010.735294119,414622.57692307694,210.96666666666667,1965.34639085042
1800,9982781.928143712,357252.6129032258,136.5328947368421,2616.6046914320978
1820,9970667.24,427904.7619047619,149.4,2864.155032829731
1831,9812073.0,415409.0909090909,130.66666666666666,3179.15120593692
1840,9967656.238095239,406462.6206896552,167.05128205128204,2433.1607378198855
1850,9904112.509803921,393447.36842105264,164.6888888888889,2389.034081628305
1851,9808763.5,583457.0,200.0,2917.285
1853,10165475.421052631,380191.25,124.53333333333333,3052.927596359743
1860,9978161.214285715,518388.8888888889,181.1851851851852,2861.0997547015536
1861,9864445.714285715,444600.0,167.28571428571428,2657.728437233134
1880,10148626.6875,436500.0,191.13333333333333,2283.7460760376703
1910,9906832.0,593166.6666666666,190.75,3109.654871122761
1930,10187609.307692308,505421.92156862747,208.51020408163265,2423.967324739429
1932,10294386.5,355665.0,129.5,2746.4478764478763
1933,9597333.42857143,898954.5454545454,231.21428571428572,3887.971466284719
1950,10214674.5,949563.3333333334,227.03225806451613,4182.504025764895
1970,10064254.452830188,658671.6216216217,175.0612244897959,3762.521503784036
1980,10158505.764705881,764500.0,217.46153846153845,3515.5642023346304
1982,9827410.166666666,566000.0,176.5,3206.798866855524
2040,10097637.833333334,494580.0,193.83333333333334,2551.573516766982
2060,10095717.548387097,360243.8596491228,131.06,2748.694183191842
2070,9949469.764705881,470599.45454545453,168.6153846153846,2790.963918380889
2110,9793745.9,440540.0,136.3,3232.134996331621
2140,10123079.347826088,336406.25,146.9047619047619,2289.961507293355
2150,9987436.25,331940.0,119.75,2771.9415448851773
2160,9944635.05882353,339307.6923076923,125.0,2714.4615384615386
2170,10131457.407407407,346620.8333333333,160.8846153846154,2154.4684835445055
2180,9869432.75,323750.0,150.625,2149.377593360996
2200,10069143.694444444,325165.64285714284,141.0,2306.139311043566
2220,10155595.56521739,409446.6666666667,164.86363636363637,2483.547468063597
2221,10212550.0,210000.0,86.0,2441.860465116279
2222,10194727.25,389500.0,131.0,2973.2824427480914
2223,9872168.142857144,962000.0,127.33333333333333,7554.973821989529
2230,10000354.625,351854.1666666667,144.57142857142858,2433.773880105402
2235,9741130.23076923,384333.3333333333,149.125,2577.256216820341
2240,10128168.0,575875.0,161.16666666666666,3573.1644260599796
2243,10136337.0,649000.0,351.0,1849.002849002849
2250,9921522.3,383666.6666666667,146.31578947368422,2622.1822541966426
2260,9747357.666666666,384200.0,174.11111111111111,2206.6368857689854
2270,10099086.5,496875.0,419.6666666666667,1183.9753772835584
2275,10170506.307692308,398330.0,125.91666666666667,3163.4414295168763
2280,10235879.857142856,439854.3333333333,156.14285714285714,2816.9993900579443
2288,10291637.0,599000.0,276.0,2170.289855072464
2300,9911082.034482758,347305.10975609755,145.27522935779817,2390.6698429690327
2310,10228314.42857143,305750.0,160.71428571428572,1902.4444444444443
2320,9590781.733333332,518400.0,169.07692307692307,3066.0600545950865
2321,9884732.0,1696175.0,518.0,3274.469111969112
2323,10143733.0,465000.0,238.0,1953.781512605042
2328,9788623.333333334,287000.0,79.66666666666667,3602.510460251046
2330,10217800.0,586800.0,267.4,2194.465220643231
2340,9955024.5,716306.0,255.8181818181818,2800.0589907604835
2350,9870830.125,449750.0,205.0,2193.9024390243903
2360,9672616.971428571,583192.3913043478,157.09375,3712.384428434281
2370,9677131.0,350666.6666666667,114.65714285714286,3058.393554281917
2380,9877463.9375,385976.5,152.4375,2532.031160311603
2381,10121022.5,725000.0,281.0,2580.071174377224
2382,10267696.0,271166.6666666667,142.33333333333334,1905.152224824356
2387,9303640.0,,127.0,
2390,9898367.578947369,389930.76923076925,133.88888888888889,2912.3459942547083
2400,9856436.915492957,325543.55555555556,164.53333333333333,1978.5872501350623
2430,9975482.333333334,381644.44444444444,184.1818181818182,2072.107052758583
2431,10075593.5,,139.5,
2440,9998623.706896551,389126.9166666667,134.17021276595744,2900.2481895549213
2450,10170841.625,294285.71428571426,145.5,2022.5822287677956
2460,10094555.866666667,424884.6153846154,222.36363636363637,1910.7648279766022
2470,9985297.333333334,411666.6666666667,193.0,2132.987910189983
2480,10064380.611111112,324234.5,133.21428571428572,2433.9319034852547
2490,9815794.685714286,384474.55555555556,154.68965517241378,2485.457447862486
2491,10156528.0,,291.0,
2500,10046209.898305085,314197.2125,106.73873873873873,2943.609941551317
2520,9916916.19047619,709225.0,158.0,4488.765822784811
2530,9759091.685714286,690799.4,165.05263157894737,4185.32799744898
2531,9801182.5,885000.0,374.5,2363.150867823765
2540,8751457.714285715,361333.3333333333,108.0,3345.679012345679
2547,10116269.42857143,341250.0,107.66666666666667,3169.504643962848
2550,9746223.188679244,432133.5,126.85714285714286,3406.45777027027
2560,9974411.0,370727.96153846156,136.8,2709.999718848403
2570,10001922.772727273,448377.0,139.0,3225.73381294964
2580,9770812.07142857,393954.44444444444,144.08333333333334,2734.212454212454
2590,9514433.0,295170.9,138.11111111111111,2137.198793242156
2610,9670343.42857143,486380.8333333333,149.2439024390244,3258.9661981805302
2620,10132452.57142857,304500.0,114.66666666666667,2655.5232558139533
2627,10159345.333333334,375644.44444444444,148.0,2538.138138138138
2630,10203457.166666666,477363.63636363635,144.8,3296.7101958814665
2640,10095651.272727273,382516.23529411765,119.09433962264151,3211.8758666964886
2650,9998799.857142856,410166.6666666667,152.5,2689.617486338798
2660,9910659.38095238,323771.4285714286,131.6,2460.2692140686063
2800,10116559.902439024,449501.95,136.70833333333334,3288.0362084730264
2801,10247481.0,475000.0,144.0,3298.6111111111113
2811,10135793.666666666,690835.0,209.66666666666666,3294.920508744038
2820,9921032.25,582471.4285714285,184.4,3158.738766656337
2830,9896615.084745763,385525.4,134.375,2869.02623255814
2840,10015856.4,367176.8888888889,159.0,2309.288609364081
2845,9942307.307692308,291625.0,118.76923076923077,2455.3918393782383
